content,rating
"giao hàng nhanh, giá sale nên mua luôn 2 chai ạ",5
"ship nhanh, shipper dễ thương,đóng gói cẩn thận,lần đầu mua hàng của tiki mà ưng quá,chắc bỏ shopee theo tiki quá ??",5
"sạch, mịn, nhiều bọt",5
Sản phẩm ưng ý. Đóng gói chắc chắn. Shop nhiệt tình. Ship nhanh,5
đóng gói tốt. ship siêu nhanh . shipper thân thiện . chất lượng chưa test nên chưa viết,5
chưa nhận được hàng do điện thoại hỏng mong ship lại giùm mình được không ạ,5
"Sữa rửa mặt sạch, ẩm không khô da....",5
Giao hàng hơi chậm nhưng gói hàng rất cẩn thận. Sản phẩm dùng tốt,5
"Với mức giá hợp lý như vậy và làm đúng chức năng rửa mặt cho sạch thì mình recommend sản phẩm này nhé! Nói chung đáp ứng được những gì đưa ra cho 1 chai sữa rửa mặt: SẠCH. Còn sau khi rửa nếu ai không quen sẽ thấy hơi căng da, nhưng không sao, mình sẽ làm tiếp các bước skincare để bù đắp vì da đã sạch sẽ lắm rồi mà!",4
"dùng ok, chỉ có điều sx ngày 23.9.19 và gioè mình nhận chỉ còn 1 tháng là hết hạn -_-",3
"Mình đã mua khá nhiều đơn hàng từ Tiki nhưng lần này ko hài lòng nhất. Sản phẩm chỉ được dán băng keo ngoài nắp rất sơ sài, ko được đóng bao hay đóng hộp gì mà chỉ quấn vài vòng băng keo là xong. Mở nắp ra thì kiểu như đã xài rồi, hoặc như sản phẩm mẫu dùng thử giờ lấy ra bán cho khách hàng... Vỏ tuýp thì dơ... Chất lượng chưa biết sao vì mới mua về đã thất vọng rồi nên góp ý trước, sau khi dùng sẽ nhận xét ở 1 comment khác.
Cảm ơn Tiki giao hàng nhanh nhưng sản phẩm lần này nhận thật buồn.",2
hàng giao nhanh. Ngày sx 2019 hơi cũ nhưng vẫn còn gần nên ok. còn hàng đính kèm ngày sx 2018 nên k dám xài. Mới rửa lần cảm giác da căng k khô rất thích.,4
hàng hết date sử dụng! quá kém!,1
"xài xong da hơi căng nhẹ, và hơiii khô da bạn nào mà khô thì k nên sử dụng. hoặc dùng xong thì nên sử dụng thêm tonner",4
"giao hàng nhanh, hàng mới, chất lượng để dùng mới pik",4
"Sản phẩm ko như mong đợi, nhân viên giao hàng ko nhiệt tình",1
còn hơn 1 năm sd nên giá ưu đãi,4
rửa mặt cảm thấy da bị rít,1
Nhận hàng không kèm quà tặng như hình,2
"giao hàng nhanh, đóng gói cẩn thận, sp thick hợp vs da dầu đấy",4
"Giá rẻ mà dùng cũng okela khi nào hết sẽ mua lại.
Cảm ơn tiki rất nhìu",5
Sao mình không thấy quà tặng kèm như trên thông tin?,3
"Đóng gói cẩn thận chắc chắn, lần thứ 2 mua sữa rửa mặt Nivea Men của Tiki đúng đợt nên được giá tốt",5
"Mọi thứ đều ổn trừ bề ngoài sản phẩm, bụi và khá bẩn.",5
"thơm, sạch, bọt mịn, đáng tiền, nên mua cả bộ sp hiệu quả cao hơn",5
ship hàng nhanh.. đóng gói cẩn thận ... bọc cả miếng chống sốc nữa .. hài lòng lắm luôn,5
giao hàng nhanh hiệu quả chưa thấy rõ rệt dùng đc 1 tháng rồi dù gì cũng vote 5*,5
"dùng tốt cho da nhờn, xoa nhẹ thoai, để 3p rửa mặt là bao mát lạnh",5
"Chất lượng sản phẩm mình chưa bàn, nhưng khâu đóng gói cực tệ. Bụi bẩn, hàng tồn kho, các bạn đây có mất quá mấy giây để lau sạch trước khi giao cho khách đâu",2
"Rửa xong mặt cảm giác sạch, trắng hơn. Mà đến chiều về thì lại đen như cũ =)).",4
vỏ tuyp bẩn. dính bụi đất như hàng tồn kho.         giaya hoá đơn cũng dính đầy đất,1
"Hơi khô da , kiềm nhờn khoảng 2-3h thôi không nhiều , nhưng giá phải chăng , sài được lâu , có chút sáng da nữa haha",3
sáng sạch da .......................................,4
cái này hình như phù hợp với da hỗn hợp hay da khô hơn,4
"Đặt hàng trong giai đoạn giãn cách xã hội dự kiến giao hàng xa, nhưng Tiki giao nhanh, mà còn được giảm giá, tuy nhiên gói hàng chưa bảo vệ được hàng kỹ, date thì xa. Tuy nhiên, cùng canada sản xuất nhưng thấy khác với mẫu của nơi khác, này để xem lại xem sao.",5
"Tiki đóng gói cẩn thận, có ghi ""hàng dễ vỡ"", giao hàng tầm 3 ngày là tới nơi, mình hơi bất ngờ vì nghĩ đợt sale 9/9 sẽ giao hàng chậm hơn, nhưng hàng vẫn tới sớm hơn dự kiến. Gói nhiều lớp bọc, rất tỉ mỉ, sản phẩm còn hạn đến 08/2021 gần 2 năm nên cũng rất yên tâm
Đã vậy còn được freeship
Chai 500mL lớn nên tiết kiệm được kha khá tiền so với mua ngoài siêu thị hay tiệm thuốc
Anh giao hàng cũng rất nhanh, gọi điện cho mình là giao hàng liền tay.
Dòng cetaphil thì ít bọt, dịu nhẹ da, dễ dùng
Sẽ tiếp tục ủng hộ tiki
?????❤️",5
"Giao hàng nhanh, mua ở Tiki Trading nên yên tâm. Gói hàng tương đối cẩn thận, có ghi chú hàng dễ vỡ.",5
"SRM Cetaphil là lành tính khỏi chê luôn rồi. Mình chỉ dùng kem chống nắng chứ không trang điểm nên rửa với em này là sạch sẽ luôn. Dùng ẻm cũng 4 năm rồi, chủ yếu mua trên Tiki do có giảm giá rẻ hơn so với hiệu thuốc bên ngoài, với lại Tiki Trading nên cũng yên tâm. Mua hàng lúc đợt dịch nên giao từ HN về miền trung hết 5 ngày, nhưng gói hàng kĩ càng có bọc chống sốc bên trong rất okela.",5
"KĐR vị dừa, size khá to, thơm, bàn chải kèm theo cũng chắc chắn. SRM Cetaphil chắn chắn, mình trung thành 3 năm nay nên xài; sữa tắm Lamont mùi thơm nhẹ, giá phù hợp. Dù dịch Tiki giao hàng vẫn rất nhanh, đóng gói vô cùng cẩn thận, shipper nhiệt tình. Yêu Tiki lắm ạ!",5
"sửa rửa mặt dịu nhẹ, sạch da, hàng giao nhanh được bọc kỹ lưỡng, giá oke. cảm ơn tiki",5
"Giao hàng nhanh, đóng gói cẩn thận, hi vọng tình trạng da sẽ dc cải thiện",5
"Sp đúng mô tả. Srm dịu nhẹ. Mình da khô, đung thấy da mềm hơn. Loại này ko có bọt nên rửa bằng máy thì phải dùng hơi nhiều xíu mơia cảm nhận đc.  Chắc hơi hao tí. Mà nói chung là xài ưng ý. Dịch nên đợi mãi mới có hàng. Nhận đc hàng mừng hú hồn. Lần trc cũng đặt một lần mà do dịch nên ko giao hàng đc, bị bên giao trả về. Buồn muốn khóc. Dù gì thì cũng có xài rồi. Tóm lại là ưng ý",5
"Vô cùng dịu nhẹ, không mùi hương liệu, mình rất thích. Mà có cảm giác sau khi mát xa nhẹ nhàng vài phút xong da thấy sáng mịn mềm hơn trước thì phải hay mình chỉ tưởng tượng. Có điều nếu bôi kem chống nắng ban ngày mà tối về rửa srm này thì có vẻ ko sạch lắm nên mình chỉ dùng khi ban ngày không thoa j khác trên mặt. Không thì phải dùng kèm thêm srm khác mới sạch được kcn.",5
"1.giao hàng nhanh, anh ship thân thiện.
2. Sản phẩm date dài, đóng gói cẩn thận, còn nguyên màng vòi.
3. Giá hạt rẻ, mùi thơm dễ chịu, da mình thiên dầu lỗ chân lông to, dùng xong có cảm giác ráo mặt nhưng không quá khô, nên sử dụng vào buổi tối hơn buổi sáng, mặc dù dịu nhẹ vs da nhưng nên ưu tiên loại này vào buổi tối.",5
"đóng gói tốt, giao đúng mẫu. hàng chính hãng sẽ ủng hộ lại 😀",5
"Mua của Tiki Trading nên siêu nhanh
Đặt nhận luôn trong ngày rùi
Cetaphill thì mình hay dùng, da dễ nổi mụn, cực khó tính nhưng từ khi dùng Cetaphill da dịu hẳn, ko bị khô
Mua được giảm giá thích ghê",5
"Dùng chai này là chai thứ 2 rồi. Sản phẩm dịu nhẹ, không bọt. Rửa xong không có cảm giác căng, da nhờn rửa xong cảm giác cũng sạch. Mọi người nói em này vệ sinh không sạch sâu bằng các loại srm khác. Nhưng m thấy nên có bước tẩy trang trước rồi dùng thì thấy vẫn ổn. Quan trọng là lành tính với da",5
"Sản phẩm tốt, giá rẻ. Nhưng mình muốn góp ý bên Tiki. Dạo gần đây các đơn hàng mình nhận được, đóng gói bên ngoài rất xấu, hộp đựng không còn nguyên vẹn, bị méo mó, rất tệ. Không biết lỗi này thuộc về bên Tiki hay phía vận chuyển nhưng mình mong Tiki sẽ khắc phục lỗi này.",5
"srm này lúc đầu mình chỉ mua chai nhỏ, xài thấy cũng oke nên liều mua chai lớn luôn. Quá tốt, da mình da hỗn hợp dầu, không trang điểm chỉ dùng kcn nên sd em này kết hợp với toner là đủ sạch, ph dịu nhẹ nên k gây căng rít như mấy loại khác. bữa mình mua sale off nên rẻ hơn ngoài nhiều luôn. ủng hộ tiki ^^",5
"Mình dùng qua rất nhiều loại srm rồi như perfect whip, innisfree, larochefosay, pone.. mà ưa mỗi sữa rửa mặt này rất dịu nhẹ, mình là nam nên dùng mỗi srm này với sữa dưỡng của cetaphil, da cảm giác khoẻ hơn rõ rệt, hết mụn, lại còn trắng hồng hồng nữa ???",5
"Dùng bao nhiêu loại mà giờ mới tìm được chân ái. Da của mình là da hỗn hợp thiên dầu, có nghĩa là rất dầu nhưng rất dễ khô. Cetaphil xứng đáng là sữa rửa mặt quốc dân vì giá ổn mà chất lượng tốt. Kiềm dầu tốt mà lại không bị khô da, sạch mặt,  mùi không thơm nhưng dễ ngửi.",5
"Có NSX & HSD và HDSD đầy đủ, sản phẩm mới  và chính hãng còn chất lượng thì tùy thuộc vào da mặt và liệu trình của mỗi người nên mình chưa nói được. Giao hàng khá nhanh đấy :))",5
Hàng giao nhanh hơn dự định. Shop gói hàng cẩn thận. A shipper làm việc chuyên nghiệp và thân thiện. Sẽ ủng hộ shop dài dài 😘😘😘😘,5
"Mình nhận được hàng khá nhanh, đặt hàng lúc 9h tối ngày 31/12 mà sáng 2/1/2020 đã nhận được hàng rồi. Đóng gói rất cẩn thận, tuy bóc ra ở trong không có bao ni lon để hàng bớt đổ vỡ nhưng hàng mình nhận rất gọn gàng ở ngoài còn dán warning hàng cực kì dễ vỡ nữa. Check mã vạch thì hàng chíng hãng đã đăng kí ?",5
"tiki giao sớm 2 ngày, sản phẩm đóng gói kĩ càng và cẩn thận. Sản phẩm này bên khu vực mình bán giá tầm 290k, nay tiki sale lại còn freeship nên mua được với giá rất hời, nhưng sản phẩm chất lượng thật sự, rửa mặt xong da mềm, hoàn toàn không có cảm giác rát chứ không may rủi như lần mình mua trên shopee. Lúc nào cũng yên tâm săn sale trên tiki hết",5
"Mình mới đặt hôm qua, thấy dự kiến là thứ 5 mới giao mà không ngờ mới hôm nay là đã đến rồi ? Da mình dễ lên mụn lắm nên bình thường hầu như không make up chỉ son môi thôi nên sửa rửa mặt này hoàn toàn phù hợp với mình ? Đóng gói cẩn thận. 500ml mà mua đợt giảm còn 229k rẻ hơn nhiều so với thị trường. Great!",5
"Này là chai thứ 500ml thứ ba mình dùng rồi á, trước đó là hai chai nhỏ 125ml nữa. Tất cả đều mua trên tiki. Da mình hay bong tróc, kiểu như viêm cơ địa ấy (bạn nào bị chắc hiểu cảm giác) nên chỉ sử dụng cetaphil mới yên tâm thôi. Với cái nào không màu không mùi thì càng ít mấy cái chất hoá học khác đúng hong cả nhà ?",5
Mình nhận hàng đúng như thời gian dự kiến (Tiki now) mặc dù đang trong thời gian thực hiện chỉ thị 16 bổ sung. Chất lượng sản phẩm mình chưa thử nhưng cảm nhận khá là tốt giống như hàng chính hãng trước đây mình đã mua. Xin cảm ơn ạ.,5
"Ui thích quá! hnay mình canh được sale, date xa đến 2023, tiki giao hàng nhanh, dù trời mưa. thực sự cảm ơn các bạn rất nhiều. mong rằng các bạn có nhìu ưu đãi hấp dẫn nữa nhé!",5
mùa dịch mà đặt lúc 10r đến 12h là nhận dc luôn. lại dc giảm giá.  đóng gói cẩn thận.  shipper rất hài lòng,5
"Sản phẩm được đóng gói cẩn thận là hàng dễ vỡ, dùng tốt, cấp ẩm cho da chứ ko tẩy quá nhiều làm da căng bóng. Dịu nhẹ, đặc biệt ko có bọt. Quá dịu nhẹ, làm mình thấy nó ko làm sạch tốt lắm cho da dầu. Bạn nào da dầu thì nên double cleansing nha, hoặc dầu quá thì nên chuyển qua CeraVe hay sản phẩm khác.
Còn hình sản phẩm thì y như những người khác chụp ấy",5
"Good job
Giao hàng max nhanh
Đóng gói ổn
Nội dung chứa ít nhất 50 ký tựNội dung chứa ít nhất 50 ký tựNội dung chứa ít nhất 50 ký tựNội dung chứa ít nhất 50 ký tựNội dung chứa ít nhất 50 ký tựNội dung chứa ít nhất 50 ký tựNội dung chứa ít nhất 50 ký tự",5
"Sữa rửa mặt chuẩn , rửa thích lắm luôn , da mịn k bị nứt nẻ gì luôn , mỗi tội giao hàng lâu quá trời , hơn 1 tuần mới nhận được ,",5
"Ban đầu ngỡ nó cũng chỉ bằng cái nắm tay 
Ai ngờ gần 2 cái nắm tay mới đủ 
Trên ảnh nhìn nhỏ bên ngoài nhìn to lắm 
Nhưng giao hàng thì hộp bẹp dí, đã thế k có lót tránh va chạm, dc cái hàng chuẩn cho 5sao 
Nên mua, đừng nghe mấy lời đánh giá 1 sao mà chủ quan nhá",5
"Mình đã dùng Cetaphil từ rất lâu rồi và cũng ko có ý định đổi qua sản phẩm nào khác bởi vì Cetaphil rất dịu nhẹ cho da, rửa mặt sạch sẽ mà ko bao giờ bị khô căng hay nứt da nên một ngày mình rửa mặt 3 4 lần cũng chẳng sao cả, ko sợ bị mòn da đâu nha. Tiki giao hàng siêu tốc nhanh mà còn đóng gói cẩn thận.",5
"srm này mình đã dùng sang chai thứ 3 rồi rất hợp với da mình , mặc dù đây là lần đầu mua srm này trên tiki nhưng mà mình vẫn rất ăn tâm về chất lượng",5
"Srm dịu nhẹ không tạo bọt, phù hợp cho các bận da mụn nhạy cảm",5
"Check code ok, đóng gói kỹ, date xa. Giá rẻ hơn Pharmacy, các bạn muốn mua nên để ý code khuyến mãi để có giá tốt như mình :) 226k. Thanks!.",5
"lúc nhận được sản phẩm mình đã bị shock vì tiki giao sớm 1 tuần so với dự tính lận
sản phẩm có dạng vòi bấm, còn có thể xoay để khóa vòi rất tiện lợi
srm là dạng gel lỏng không bọt, trước đây mình từng dùng thử của đứa bạn thì mùi sản phẩm hơi kiểu mùi thuốc nhưng lần này mua tại tiki lại không ngửi thấy mùi. ban đầu cũng hơi sợ mua phải hàng nhái nhưng nghĩ lại thì vẫn an tâm vì tiki
mình da siêu nhạy cảm vẫn dùng được vào mùa đông vì sản phẩm giữ ẩm rất tốt
dù mình ở miền bắc và giờ là mùa đông - mùa dưỡng trắng lại da nhưng mình vẫn cảm nhận được hình như sản phẩm có khả năng dưỡng trắng nữa, hoặc sản phẩm giúp vết đỏ cơ địa trên mặt mình dịu bớt nên nhìn có trắng ra một chút",5
"Sản phẩm k thể thiếu của mình trong vòng 5 năm nay, vì là srm rất dịu nhẹ, nên độ làm sạch k cao bằng những srm khác, nhưng mà mình vẫn dùng vào buổi sáng vì mặt lúc sáng cũng sạch, hoặc mỗi lần bị dị ứng thù ngưng tất cả lại chỉ dùng srm này là da dịu lại ngay. K thể thiếu đc ???",5
"Về dịch vụ: Đơn về nhanh hơn so với dự kiến 2 ngày, hộp bọc khá chắc chắn
Về chất lượng: 
Dành cho da em bé và da nhạy cảm nên sản phẩm rất dịu nhẹ, không hương liệu, không chứa chất tạo bọt
Có thể dùng được cả khi không có nước, chỉ cần một chiếc khăn, cái này khá oke, tiện lợi để mang theo
Về giá cả: Với một sản phẩm 500ml mà chỉ 265k thật sự là rất rẻ, phù hợp với túi tiền học sinh 
Btw, bạn nào mong muốn có một sản phẩm dịu nhẹ để rửa mặt và không có quá nhiều dầu thì mình highly recommended nha, rất đáng để thử đó ạ",5
"Cetaphil dùng tốt trên mọi loại da, kể cả da cực kì nhạy cảm. Tác dụng chỉ là làm sạch nhẹ nhàng, không hề gây kích ứng, căng hay nhờn rít da, dùng xong thấy vẫn đủ ẩm mướt. Nếu cần sản phẩm làm sạch quá nặng đô và đặc trị thì nên cân nhắc, nhưng nếu chỉ cần loại sữa rửa mặt làm sạch nhẹ nhàng thì rất đáng mua.",5
"Đã mua đến chai thứ hai và rất ưng ý về chất lượng sản phẩm. Sữa rửa mặt dịu nhẹ, rửa xong da ẩm mịn không bị khô. Có thể dùng cho hầu hết các loại da.",5
"Mình mua của Tiki Trading. Thật sự giao hàng rất nhanh mặc dù ở tỉnh. Đặt chiều t5 mà chiều t6 đã giao rồi, nhanh không tưởng. Sản phẩm an toàn nhẹ diu, phù hợp với học sinh vì nhu cầu chỉ là làm sạch cơ bản. Những bạn hay trang điểm nhiều mình nghĩ không nên dùng vì nó không làm sạch được hết lớp make up.",5
"Đúng mô tả, đóng gói kĩ, giao hàng nhanh chóng, nhân viên nhiệt tình. Còn chất lượng phải dùng 1 thời gian mới biết. Trên tinh thần là Tốt.",5
"Tiki đóng gói chắc chắn, bên ngoài còn cẩn thận đề chữ ""hàng dễ vỡ"",mk đánh giá rất cao về tiki trong lần giao hàng này.
Còn về sản phẩm, mấy bạn nhìn hình v thôi chứ bên ngoài nó lớn lắm đó ạ, tiết kiệm đc kha khá tiền. Hihi.",5
"Tình hình dịch nên giao hàng khá lâu. Sản phẩm date xa, đóng gói cẩn thận",5
Về chất lượng sp thì mình mua ở tiki trading nên rất tin tưởng. Giao hàng khá nhanh. Bên ngoài có ghi hàng rất dễ vỡ. Date khá xa.,5
"Sản phẩm tốt. Kết hợp sử dụng với kem chống nắng và tẩy trang hàng ngày giúp da sạch, trị mụn rất hiệu quả. Ai bị mụn lâu năm nên dùng thử. Kiên trì 2 tháng sẽ thấy kết quả rõ rệt.",5
Sản phẩm đóng gói cẩn thận. Quà tặng kèm dễ thương cho bé nhà mình.,5
Sản phẩm thì tốt. Có điều cách gói sản phẩm không thích chút nào cả. Không có lót chống sốc gì hết. Mong tiki khắc phục.,5
Sản phẩm chỉ có cái rách hộp đựng. k đc bọc trong gì cả. chỉ có cái miếng ni long bọc ở đầu. ko sao. ghét thằng shiper đêm mà cứ gọi oang oang tên ở ngõ. thiệt tình.,5
"hàng đóng gói cẩn thận,shiper quen nhà quá rùi hehe
dùng rửa rất dịu nhẹ,không bọt không hương liệu nên rửa có hăng mùi như thuốc nhưng được cái rửa thoải mái không cay mắt 😹",5
"Tiki giáo hàng rất nhanh, gói khá kĩ. Từ lâu đã dùng đến sản phẩm này, nhưng đây là lần đầu tiên mua trên Tiki. Sữa rữa mặt thích hợp cho mọi loại da. Da mình rất nhiều dầu nhưng xài rất được. Sữa không có bọt nhưng hiệu quả làm sạch dầu rất OK, chỉ cần mát xa kĩ là được. Đặc biệt không gây kích ứng da, đã mụn nhiều xài loại này là bao ngon.",5
"Hàng gói tuy không kĩ nhưng không bị gì cả.Chai mình nhận có xước mấy chữ và bị đen đen ở mục nhập khẩu.Mùi thì như những lần mình mua trước đó.Nắp hơi có mở mấy bạn phải dịch nó ra một xíu rồi nhấn xuống rồi xoay để sản phẩm có thể lấy ra á.Lòng tin mình vẫn còn ở Tiki dù đợt mua nước tẩy trang nó làm mình phải cho 1* trên Tiki lần đầu.Giao hàng khá nhanh,hàng chuẩn mà giá hời mua đợt sale còn 240k hehe",5
Sản phẩm cetaphil quá nổi tiếng về độ dịu nhẹ rồi.. da ai dễ kích ứng và nhạy cảm chỉ lên dùng srm này thôi.. còn những ai đã thường đến đâu.. thì lên thêm 1 loại srm nữa để dùng lúc đi ngoài đường về để rửa sạch hơn,5
"Chai thứ 2 mình sd, trước xài loại nhỏ, 110k thấy tốt đăt chai lớn này luôn. Sửa rửa mặt dịu nhẹ, k tạo bọt, dành cho ai k thích kiểu có mùi nhiều, mùi chỉ thoang thoảng thôi rất dễ chịu, srm này dịu nhẹ tới dính vô mắt cũng k cay gì hết như những loại khác. Mình thấy rửa bao lâu cũng được, nhanh hay mau gì nó cũng k khô da mặt, rửa xong lau mặt cảm giác mềm mịn rất là thích. sẽ hợp hơn da ai mà k trang điểm nhiều, chỉ SD kem chống nắng hay da ai nhạy cảm thì srm này rất phù hợp.",5
"Mình đã dùng loại này hơn 2 năm rồi, là nam nên mỗi lần chỉ mua 1 chai 500ml dùng được nửa năm, điểm tốt của dòng này là sau khi sử dụng da không bị khô, dù nhiều bạn phản ánh sản phẩm không làm sạch da mặt lắm nhưng mình vẫn thấy khá ok thì có dùng thêm miếng xốp rửa mặt nên khá là sạch.",5
"Giao hàng rất là nhanh luôn, đóng gói khá là kĩ, đã thế còn kèm theo chữ “hàng dễ vỡ” nữa, check mã ra nha",5
Đóng gói rất cẩn thận và có tâm. Hàng chất lượng vẫn như bao nhiêu chai Cetaphil khác. Giá phải chăng và lần này được tặng thêm cái hộp bút lấp lánh xinh xắn nữa,5
"Từ ngày bắt đầu sử dụng loại sữa rửa mặt dịu nhẹ Cetaphil này da mặt mình đã được cải thiện nhiều hơn, mềm mượt và sáng tông ra hẳn, mọi người đừng ngần ngại mà hãy sắm cho mình một chai nhé rất an toàn cho da cũng như hiệu quả trong thấy",5
"Mình mua chai 500ml này trong đợt giảm giá còn 259k với ít tiki xu của mình nữa là còn 257k, mua xong mình mới để ý cái ""Dịch vụ và khuyến mại liên quan"" có mã giảm 30k nữa mà ko áp dụng. Tiếc quá!!! ??? Lần sau đặt hàng, mình phải để ý hơn mới đc. Lần mua hàng này mình đc miễn phí TIKINOW, và a shipper giao hàng nhanh thậy, sớm hơn hẳn 1h so với giờ dự kiến nên quá ư là hài lòng. Chắc do giao nhanh nên lần này ko có túi bọc chống sóc như lần trước mình mua chai 125ml. Còn về sản phẩm, đối với chai trước mình dùng, thì quá ok ạ. Chai mới này mình chưa dùng nhưng chắc cũng tốt như chai nhỏ kia. Cảm ơn tiki nhiều nhé!",5
Tiki giao hàng nhanh thái độ lịch sự đóng gói cẩn thận. Quan trọng là mở ra sản phẩm chưa qua sử dụng và là HÀNG CHÍNH HÃNG . Cực kì hài lòng luôn ạ!,5
Date 06/23 lận. Thiệt là may vì có Tiki :),5
"Mình dùng srm này suốt mấy năm nay, từ hồi còn bị mụn đến bh da láng mịn ko hề có 1 nốt mụn nào. Mình nghĩ da mình phục hồi đc như vậy là nhờ srm này, rất hợp với da mình nên bh cũng ko muốn đổi nữa",5
"hàng đóng gói cẩn thận, giao hàng nhanh, ko nghĩ chai nó to thế 😅, dùng chắc cả nửa năm mới hết",5
"Hàng chính hãng, chai to bự, dùng dịu nhẹ trê da, không tạo bọt dùng rất thích. Tiki giao nhanh mùa dịch",5
"Thời gian giao hàng nhanh, sửa rửa mặt dùng rất thích, ít tạo bọt, cho cảm giác làm sạch nhẹ nhàng",5
"Sản phẩm khỏi phải bàn, giao hàng xem như đã rất nhanh trong mùa dịch này, có điều gói hàng bên ngoài nát bét, hên là chai làm bằng nhựa và ko có sp dễ vỡ nào.",5
"Tiki giao hàng nhanh, đóng gói đẹp.
Đây là sản phẩm phù hợp cho da nhạy cảm, rất lành tính, mấy lần da mình bị dị ứng máy lạnh bong tróc da rát mặt đều dùng sữa rửa mặt này. Loại này dùng không cay mắt. Tuy nhiên nếu bạn nào da nhờn, da dầu thì rửa xong sẽ có cảm giác da vẫn chưa sạch.",5
"Mình đang thai nên chọn centaphil vì dịu nhẹ và lành tính. Sau thời gian ngắn sử dụng, da mặt giảm nhờn và sáng. Thỉnh thoảnh dùng để tắm vì tốt cho da nhưng hơi hao. :))). Khuyến khích sử dụng. 

Hàng đóng gói cẩn thận, chất lượng.",5
"Trước đây mình thích và hay xài SRM tạo bọt, từ ngày đi soi da mới biết da mình bị tàn nhàng và đồi mồi không nên xài SRM tạo bọt, bác sỹ chăm sóc da khuyên nên chuyển qua dùng SRM không có tạo bọt. Thế là mua em Cetaphil này về xài, công nhận SRM rất diu nhẹ, tốt, phù hợp với da mình.",5
"Đây là loại sữa rửa mặt nhẹ dịu nhất mình từng sử dụng. Rửa xong chỉ cần lấy khăn lau hoặc rửa lại với nước là sạch, an toàn cho cả bé sơ sinh♡♡ Tiki giao hàng nhanh chóng, nhân viên giao hàng nhiệt tình, mình sẽ tiếp tục ủng hộ ♡♡♡",5
"Một năm gần đây mình chỉ dùng dòng này, rất dịu nhẹ, thấy da ko bị khô và cũng đỡ mụn. Tiki giao hàng nhanh, rất hài lòng.",5
"đóng gói chắc chắn, giao hàng nhanh, sản phẩm chất lượng tốt, mình đã dùng lâu và cảm nhận của mình là da sạch, không làm khô da, không gây kích ứng da",5
"ok.
Chắc chắn bài review kèm với video quá trình đăng ký, hướng dẫn sử dụng từng bước sẽ là một cách tốt nhất để bạn chứng minh điều đó",5
"Đã mua 1 lần rồi và giờ mua lại, sản phẩm của Tiki mình luôn tin tưởng. Cetaphil lành tính nên sử dụng rất yên tâm, các bạn da yếu, da nhạy cảm nên mua nhé",5
"Chất lượng tốt, mình chỉ dùng kem chống nắng nên tẩy trang nhẹ rồi rửa sữa này. Nhẹ nhàng mà sạch",5
chất lượng sản phẩm tốt bao bì đóng gói chắc chắn giao hàng nhanh sẽ còn ủng hộ tiki. giá rẻ hơn ngoài thị trường.,5
"sản phẩm sử dụng rất phù hợp với da mặt của mình, giao hàng đúng thời gian quy định.",5
"Dùng sữa rửa mặt này cực thích luôn ạ
Shop giao hàng max nhanh luôn ạ vừa đặt sáng hôm qua sáng nay đã có hàng luôn",5
"Giao hàng nhanh, giá cả hợp lý, chất lượng thì mình chưa dùng nên chưa biết",5
"Tôi đã mua Sữa rửa mặt Cetaphil ở TiKi lần này là lần thứ 3. Sp chính hãng, sử dụng rất tốt k gây kích ứng da. Nói chung rất hài lòng, tiếp tục ủng hộ. Cám ơn Shop. Chúc TiKi luôn phát triển.",5
"giao hàng lâu, cetaphil thì dùng thường xuyên nên chất lượng khỏi bàn",5
"dùng ok như đợt trc mình mua, cố đk cái mã giảm giá mà phải mua cả đống đồ",5
"Giao hàng nhanh trong mùa dịch, 3 ngày là nhận được hàng. Đóng gói cẩn thận",5
"Giao hàng chậm, chất lượng sản phẩm tốt, giá khuyến mãi quá rẻ.",5
"Hơi có mùi dạng thuốc y tế nên không phù hợp với những bạn thích hương dịu nhẹ.
Không tạo bọt nhiều nhưng thoa đều, da mặt rất sạch. Một chai như vậy mình dùng đến 5 tháng (1 ngày rửa hai lần sáng và tối).",5
"M với mẹ đều dùng srm này một thời gian lâu lắm rồi, dịu nhẹ nên dùng rất thích, rửa xong mặt ko bị khô hay căng như những srm khác. Da m nhạy cảm mà dùng vẫn hợp. Tiki giao hàng nhanh cực, mới đặt hôm qua mà hôm nay nhận rồi.",5
"Đóng gói khá ổn, tốc độ giao tạm được, chai to, nặng, mới",5
Hai bạn tuổi teen nhà mình xài hằng ngày để làm sạch và trị mụn. Dể làm sạch và mụn cũng rất mau hết. Mua rất nhieu lần rôi,5
"sản phẩm gói cẩn thận, giao nhanh . cảm ơn shop........",5
"Centaphil thì nổi tiếng về sự dịu nhẹ rồi,  da mình từng bị mụn, BS da liễu cho xài em này và mình vẫn xài cho đến giờ, và em ấy chưa bao giờ làm mình thất vọng.
Tiki giao hàng cực kì nhanh và đóng gói cẩn thận.",5
"Nhận hàng sau 24h , đóng gói cẩn thận, chọn mua vì được khá nhiều người review .",5
"sản phẩm ko có mùi thơm, ko tạo bọt, dùng cho da nhạy cảm.......................................................................................................................................................................................................................................................................................................",5
"Giá rẻ, chất lượng
Đóng gói chắc chắn
Thời gian giao hàng nhanh",5
"Mình mới có bầu bé đầu tiên nên rất cẩn thận tìm hiểu loại sữa rửa mặt phù hợp. Đây là sp mà mình tin dùng khi tham khảo khá là nhiều dòng khác nhau. Chất lượng ok, giá cả vừa phải. Sạch dịu nhẹ. K mùi.",5
