,Unnamed: 0,Content,quality,smell,shipping,packing,price,others
1212,1212,đóng gói cẩn thận chắc chắn có điều giao hơi lâu thôi còn lại ok hết,,,Negative,Positive,,
1213,1213,gel rửa mặt dành cho da nhạy cảm khá thơm dê chịu sạch sâu giao hàng nhanh chính hãng nên k sợ mua nhầm,Positive,Positive,Positive,,,Positive
1214,1214,"Tạo bọt tốt, rửa mặt xong không bị cảm giác quá khô. Giá cũng rẻ, nên canh sale mua nha",Positive,,,,Positive,
1215,1215,dùng ok sản phẩm làm sạch da còn mụn thì da mknhf chắc dị ứng nên nổi nhiều hơn lúc trước săn giá rẻ nên cũng kh đòi hỏi gì nhiều ổn,Neutral,,,,Positive,
1216,1216,"Nhận xét về  ngoại quan :giao hàng cực nhanh , đóng gói cẩn thận đúng như mẫu nhưng hiệu quả thì minh chưa dùng nên chưa biết sao ạ .",,,Positive,Positive,,
1217,1217,đầu tiền thì về phần đống gói quá tuyệt luồn á trời có một gel sữa rửa mặt chút síu hà mà gói quá bự luôn lúc đầu còn tưởng lấy nhầm không luôn á quá tuyệt,,,,Positive,,Positive
1218,1218,"Sản phẩm giao nhanh hơn dự kiến, vỏ bọc hơi bụi.
SP sản xuất tại Việt Nam, chưa dùng thử chưa biết chất lượng ntn. Tạm rate 5*",,,Positive,,,Neutral
1219,1219,đóng gói sản phẩm chắc chắn mua nhiều lần rồi nên cũng kb nói gì,,,,Positive,,
1220,1220,đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt,Positive,,,Positive,,
1221,1221,"Giá siêu thiết kiệm dùng rất ưng ý , lần sau sẽ mua tiếp",Positive,,,,Positive,
1222,1222,đã nhận được hàng sản phẩm tốt giao hàng nhanh sản phẩm tốt,Positive,,Positive,,,
1223,1223,"sp chất lượng, dịu nhẹ nên phù hợp rửa mặt vào buổi sáng, tốt cho da khô, còn buổi tối thì nên sử dụng sp có khả năng sạch sâu hơn",Positive,,,,,
1224,1224,đóng gói cẩn thận sản phẩm đúng chất lượng,,,,Positive,,
1225,1225,"Sản phẩm dùng tốt, chính hãng.Đóng gói cẩn thận, bao bì sản phẩm mới. Sẽ mua lại nếu hết",Positive,,,Positive,,Positive
1226,1226,đóng gói cẩn thận chưa sử dụng,,,,Positive,,
1227,1227,"chất lượng sản phẩm tốt
giao hàng cũng nhanh
sẽ ủng hộ shop dài dài nha",Positive,,Positive,,,
1228,1228,dùng đc mấy tuần r mà nó như này ạ trc t cũng dùng qua 1chai r nhm nó không thế này mùi chai này hôi hơn chữ in nhòe hơn dùng thì lên mụn da còn sần sùi tui nhìn mặt tui tui còn sợ,Negative,Negative,,,,
1229,1229,đã mua đến chai thứ n sau khi rửa hơi khô da,Negative,,,,,
1230,1230,dòng sữa rửa mặt này sử dụng rất êm phiên bản doraemon rất dễ thương,Positive,,,,,Positive
1231,1231,dù dùng 5 6 chai r nhg mk k biết check thật giả hy vọng mua mall sẽ chuẩn shop đóng gói k cẩn thận lót mỗi 1 mảnh nilon và xíu xíu chống sốc 1 mặt giao hàng nhanh,Neutral,,Positive,Negative,,
1232,1232,đã dùng sữa rửa mặt loại này lâu năm và không có ý định đổi phù hợp với da nhạy cảm,Positive,,,,,
1233,1233,"Mình sử dụng sữa rửa mặt này được một thời gian rồi. Mua ngay thời gian giảm giá nên rẻ hơn ở ngoài. Sử dụng sữa rửa mặt của St.ives làm da sạch nhưng không bị khô da như những loại sữa rửa mặt khác. Ngoài ra, hương thơm dễ chịu và được chiết xuất từ thiên nhiên nên mình rất yên tâm. Tuy nhiên, cần phải massage mặt nhẹ nhàng thôi vì trong sữa rửa mặt có chứa hạt.",Positive,Positive,,,Positive,Positive
1234,1234,chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt thời gian giao hàng rất nhanh,Positive,,Positive,,,
1235,1235,đóng gói sản phẩm ok còn được tặng 1 cahi tẩy trang 200ml lần đầu dùng thử nên chưa biết như nào,Neutral,,,Positive,,Positive
1236,1236,dùng của lrp xưa h và rất thích nay có quà tặng nên mua cả mấy đơn,Positive,,,,,
1237,1237,"giao hàng nhanh, chai đẹp, không mùi",,Neutral,Positive,,,
1238,1238,do dịch lên hàng chuyển đi lâu so với dự định nhưng sản phẩm nhận được rất oke nè đóng gói chắc chắn,,,Negative,Positive,,
1239,1239,dung như quảng cáo dong gói cẩn thận mui huong dịu nhẹ còn chất lượng chưa dung nên chưa biết nhé,Neutral,Positive,,Positive,,
1240,1240,sản phẩm dùng rất tốt cho da mụn giá cả hợp lí phù hợp với mọi người dùng,Positive,,,,Positive,
1241,1241,chuẩn hàng auth ạ chai này k biết là chai thứ mấy nưa dịu nhẹ tạo bọt vừa phải phù hợp vs da nhạy cảm,Positive,,,,,Positive
1242,1242,đã quay lại mua lần hai sản phẩm sử dụng tốt nên mua nhé mọi người,Positive,,,,,
1243,1243,đã nhận được hàng đóng gói tốt giao hàng siêu nhanh chóng,,,Positive,Positive,,
1244,1244,có mùi dịu nhẹ mk dùng cx ổn k gây cảm giác sạch kin kít nhưng thiết kế chai thì bất ổn kiểu sữa rửa mặt dễ chảy ra,Neutral,Positive,,,,Negative
1245,1245,đóng gói siêu cẩn thận giao hàng nhanh nói chung khá là okla ạ,,,Positive,Positive,,
1246,1246,đóng gói kĩ giao hành nhanh mua ở shop 2 3 lần rồi sẽ ủng hộ shop lần sao,,,Positive,Positive,,
1247,1247,sài thấy ngứa nên dừng luôn,Negative,,,,,
1248,1248,dùng ổn mùi hơi nồng nghe rv dùng ổn tạo bọt dc đỡ mụ,Neutral,Negative,,,,
1249,1249,"Mình hay sử dụng sản phẩm tẩy da chết Blemish control của Stive. Nhưng vì vừa rồi hết hàng nên mình chuyển qua dùng thử sản phẩm này. Mình khá yên tâm khi sử dụng sản phẩm của Stive vì trước hết là thành phần khá an toàn.

Ưu điểm:
1. Dịu nhẹ, không gây kích ứng, không làm đỏ da, khô da: mình sử dụng đều đặn 1 lần/ngày vào buổi sáng thay cho sữa rửa mặt. Mặc dù sử dụng mỗi ngày nhưng da không có cảm giác bị khô hay ửng đỏ sau khi sử dụng, chấm 5/5. 
2. Cảm giác da láng mượt hơn: Sử dụng xong cảm thấy da láng, rất dễ chịu. Theo tiêu chí ""loại bỏ da chết, cải thiện bề mặt thô sần"" thì mình chấm điểm 4/5.

Một số hiệu quả khác mình chưa cảm nhận được rõ nét như khả năng làm sáng da của sản phẩm. Tuy nhiên, nhìn chung thì mình khá hài lòng với sản phẩm này.",Neutral,,,,,
1250,1250,"chất lượng sản phẩm quá tuyệt vời 
giá cả hợp lý 
highly recommend mng mua nha",Positive,,,,Positive,
1251,1251,Hàng sử dụng khá ok. Không bị kích ứng da,Neutral,,,,,
1252,1252,đóng gói cẩn thận mùi sản phẩm dễ chịu mua mall nên cũng tin tưởng hơn,,Positive,,Positive,,
1253,1253,đặt khá nhiều món nhưng đóng gói vẫn oke,,,,Positive,,
1254,1254,đã mua ở shop vài lần cực kì tin tưởng gói hàng cẩn thận shipper nhiệt tình,,,Positive,Positive,,
1255,1255,Hàng về ko thấy có quà tặng kèm thất vọng,,,,,,Negative
1256,1256,"dùng ok, chỉ có điều sx ngày 23.9.19 và gioè mình nhận chỉ còn 1 tháng là hết hạn -_-",Positive,,,,,Negative
1257,1257,"Sữa rửa mặt perfect whip dùng ổn trên các loại da, kể cả da khô như nình và da dầu của em gái mình. Mùi thơm vừa phải, tạo bọt nhiều nhưng rửa rất dễ sạch. Miếng rửa mặt thì mình thấy dùng để tắm thì ok hơn :) Còn dầu tẩy trang làm mình nổi mụn sưng nên cạch luôn.",Neutral,Positive,,,,
1258,1258,chất lương sản phẩm tuyệt vời đóng gói sản phẩm đẹp cẩnn thậnn,Positive,,,Positive,,
1259,1259,đã mua nhiều lần srm dùng ổn giao hàng đợt dịch nên lâu vô cùng,Positive,,Negative,,,
1260,1260,Đặt hơn 2 tháng mới giao hàng.,,,Negative,,,
1261,1261,"Sản phẩm tốt, giao hàng nhanh. Mình mua hồi trước Tết, dùng đến giờ thì thấy da sạch và mịn, trước da mình hay bị mụn đầu đen, dùng xong thấy đỡ hơn hẳn. Sẽ tiếp tục ủng hộ.",Positive,,Positive,,,
1262,1262,dùng thử tuýp 15ml thấy ưng nên rinh em chai lớn này về sài giao nhanh nha,Positive,,Positive,,,
1263,1263,dùng dịu nhẹ sạch sẽ là kiểu sữa rửa mặt không lên bọt nhé da mình dầu nhưng mùa đông vẫn thích dùng kiểu này,Positive,,,,,
1264,1264,dùng khá ổn nhưng mà size siu nhỏ nha nên là dùng đi du lịch hoặc xài thử thui nên săn sale để giá ok hơn,Neutral,,,,Positive,Positive
1265,1265,hàng dịu nhẹ. ko tẩy mạnh như các sp vichy. mình mới đổi vichy sang loại này,Positive,,,,,
1266,1266,chai lớn dùng lâu lành tính ko rít da hàng chính hãng 100% nhaa,Positive,,,,,Positive
1267,1267,đã nhận được hàng sản phẩm dùng hợp với da nên đã mua nhiều lần sẽ ủng hộ lần sau,Positive,,,,,
1268,1268,"dùng tốt, mình sài 1 năm trời rồi thấy ổn lắm, thich hợp cho ai da dầu",Positive,,,,,
1269,1269,đặt hàng mall nên rất yên tâm sử dụng cho da nhạy cảm rất ok,Positive,,,,,
1270,1270,dùng nhiều mua nhiều rồi mình rất thích dùng xong đã mềm mại,Positive,,,,,
1271,1271,dùng dc mà shop giao hơi nhanh rất đáng tiền mặt nạ tặng kèm rất okela vs giá này thì ko có j chê mùi hương dịu nhẹ ko hắc,Positive,Positive,Positive,,,Positive
1272,1272,đã tin dùng sản phẩm của laroche posay cho da mụn của mình cũng khá ổn cho da nhạy cảm,Positive,,,,,
1273,1273,rửa mặt thật sạch và rất thơm,Positive,Positive,,,,
1274,1274,chai to như này chắc phải sử dụng trên 3 tháng tùy từng người về thời gian sử dụng thì mình sẽ quay lại mua và đánh giá sau,,,,,,Positive
1275,1275,"Trước khi mua chai lớn mình có dùng 3 chai nhỏ rồi, nhưng trước khi mua chai lớn thì mình có dùng innisfree thì thấy bị nổi mụn ẩn nên chuyển sang dùng lại cetaphil. Lúc trước sử dụng 3 chai thì cảm thấy tốt, da bình thường không kích ứng. Giờ thì mình cảm giác nó có giảm mụn được một chút, nhưng khi sữa xong da mình bị ngứa, bị nổi mẫn đỏ như muỗi đốt, nhưng không phải là hết mặn chỉ một vài chỗ thôi. Nó kéo dài khoảng 30p thì trở lại bình thường, nhưng em mình khi sử dụng lại thì da vẫn bình thường không sao cả. Mình không biết là do sữa rửa mặt hay là do nguyên nhân gì nữa.",Negative,,,,,
1276,1276,em này dùng lên da thấy dễ chịu da nhạy cảm dùng rất oke,Positive,,,,,
1277,1277,đóng gói cẩn thận giao hàng nhanhchất lượng thì khỏi bàn mà giá thì siêu iêu vì mk săn đc sale ưng nhất là được shop tặng quà đi kèm nhỏ xinh rất cưng đi du lịch có thể mang theo rất tiện ạsẽ ủng hộ shop dài dài,Positive,,Positive,Positive,,
1278,1278,dòng này là dòng chống lão hoá cấp ẩm dịu nhẹ mình mua cho mẹ xài nên cg ko bik ổn ko,Positive,,,,,
1279,1279,đóng gói cẩn thận ship mưa nhưng rất nhiệt tình sẽ ủng hộ shop trong lần mua sau,,,Positive,Positive,,
1280,1280,chai lớn xài hợp với da nhạy cảm da vợ chồng mình khá hợp xài k bị khô da kiềm dầu hơn với các loại khác,Positive,,,,,Positive
1281,1281,gel có bọt rửa mặt mình thấy sạch sử dụng 2 3 ngày thấy mặt có vẻ mịn ko gây kích ứng có mùi tràm trà thơm lắm,Positive,Positive,,,,
1282,1282,đóng gói không cẩn thận thùng xốp bung ra hết không biết do bên vận chuyển hay do shop nữa bụ bẩn nhìn dơ hày,,,Negative,Negative,,Negative
1283,1283,chất lượng ok đã mua lần 2,Positive,,,,,
1284,1284,dùng mãi rùi nên lại mua lại thôichưa có gì để chê tại thấy hợp da mfinh,Positive,,,,,
1285,1285,"sản phẩm sử dụng rất phù hợp với da mặt của mình, giao hàng đúng thời gian quy định.",Positive,,Neutral,,,
1286,1286,đóng gói kĩ shop thân thiện hàng sài ổn ạ giao hàng nhanh sẽ ủng hộ tiếp,Positive,,Positive,Positive,,
1287,1287,"Đây là lần đầu tiên mình mua hàng trên tiki nhưng giao hàng cực kì lâu (có đúng 1 lựa chọn giao hàng tiêu chuẩn cho mình lựa chọn), mình đặt từ 30/6 đến 8/7 mới nhận được. Có thể thấy lâu hơn nhiều so với 2 đối thủ cạnh tranh còn lại.",,,Negative,,,
1288,1288,chất lượng sản phẩm tốt thời gian giao hàng nhanh sau này sẽ ủng hộ shop tiếp,Positive,,Positive,,,
1289,1289,"mới dùng thử lần đầu nhưng mình thấy rất là thích sản phẩm này,rửa xong cảm giác mặt rất sạch,da căng mịn. tạo bọt tốt nên mỗi lần rửa mình chỉ lấy một ít thôi là đã đủ rồi, rất là tiết kiêm luôn.sau 2 tuần dùng thấy da sáng hẳn luôn ý .mình thích sản phẩm này.",Positive,,,,,
1290,1290,da dầu mụn dùng okla nha dùng thích cực k bị khô căng da dùng mướt da cực nchung là mua lần 1 rồi lần này mua là lần 2,Positive,,,,,
1291,1291,"Đã mua đến chai thứ hai và rất ưng ý về chất lượng sản phẩm. Sữa rửa mặt dịu nhẹ, rửa xong da ẩm mịn không bị khô. Có thể dùng cho hầu hết các loại da.",Positive,,,,,
1292,1292,"đã mua rất nhiều lần, rửa mặt xong k bị khô da, vẫn ẩm mướt",Positive,,,,,
1293,1293,đóng gói sản phẩm chắc chắn date còn xa và quà tặng dễ thương lắm ạ,,,,Positive,,Positive
1294,1294,chất lượng sản phẩm okeeeee giao hàng hơi lâuuuuuu,Positive,,Negative,,,
1295,1295,đã nhận đc hàng hàng đúng đủ giao hàng nhanh hình ảnh mang tinha nhận xu,,,Positive,,,Positive
1296,1296,đặt hàng hôm 11/11 nên đc rẻ hơn giao hàng từ hcm ra hn nên nay 16 mình nhận đc khá bất ngờ khi biết giá rẻ mà đc chai to đùng thế này,,,Positive,,Positive,Positive
1297,1297,đóng gói kĩ càng chắc chắn không móp vỡ chất lượng còn cần sử dụng thêm,,,,Positive,,
1298,1298,đã thử dùng size bé nên giờ thấy có sale size to là mình đặt liền sản phẩm xài hợp với da shop giao hàng nhanh cảm ơn shop,Positive,,Positive,,,
1299,1299,da dầu sài rất mê luôn ý có tạo bọt rửa mặt xong là sảng khoái cực kỳ,Positive,,,,,
1300,1300,giao hàng nhanh lắm ạ,,,Positive,,,
1301,1301,đóng hàng rất tốt nha shop chăm sóc khách hàng rất tốt,,,,Positive,,
1302,1302,đã mua đến chai thứ 4 và không có gì để chê tuyệt vời,Positive,,,,,
1303,1303,Hàng oke nha. Mùi thơm nhưng hơi khô da sau khi rửa,Neutral,Positive,,,,
1304,1304,combo này tính ra giá cũng ổn mà cái tuýp sample tặng kèm bé thật sự ạ bé xíu xiu xiu huhuhuhu,,,,,,Positive
1305,1305,đóng gói chắc chắn giao hàng ổn,,,Positive,Positive,,
1306,1306,sản phẩm khá tốt. shop đóng gói bao bì rất cẩn thận chưa rách tem. rất là hài lòng cho 5 sao,Positive,,,Positive,,
1307,1307,đóng gói kĩ càng chai to đầy cầm chắc tay mong là dùng okee thì sẽ ủng hộ tiếp,,,,Positive,,Positive
1308,1308,chân ái của mình là e srm này mình xài mấy năm liền rồi chưa có ý định đổi qua e khác lun á,,,,,,Positive
1309,1309,đóng gói tốt chất lượng sp tốt giao hàng lâu mình mua ở đây khá nhiều nên rất yên tâm về sp,Positive,,Negative,Positive,,
1310,1310,đủ đồ mà đóng gói sơ xài quá,,,,Positive,,Positive
1311,1311,"Bọt nhiều, rửa cũng OK",Positive,,,,,
1312,1312,"Sản phẩm rất tốt, không bị kích ứng da. Cực dịu nhẹ. Mình sài và thấy rất hợp, sẽ tiếp tục mua hàng",Positive,,,,,
1313,1313,chất lượng sản phẩm rất ok cần thời gian để đánh giá tiếp rất đáng mua,Positive,,,,,
1314,1314,da dầu mụn hơi nhạy cảm dùng em này rất ok sài 1tg thấy da cũng trắng lên một tí giao hàng khá nhanh,Positive,,Positive,,,
1315,1315,"Từ khi dùng em này, mình ko sử dụng loại khác, sử dụng xong không bị khô, nhẹ dịu, tạo bọt tốt.",Positive,,,,,
1316,1316,đã sử dụng tuýp nhỏ và thấy srm cấp ẩm cho da làm sạch ổn da không bị căng hay kích ứng nên đổi qua mua tuýp lớn sử dụng luôn,Positive,,,,,
1317,1317,"da mình là da nhạy cảm mỏng yếu xài srm này rất thích lần đầu mua ở shop giao hàng quá nhanh luôn mua hôm 8 8 nay 9 8 đã nhận đc hàng
đóg gói cẩn thận cho shop 10đ",Positive,,Positive,Positive,,
1318,1318,đóng gói ko hài lòng,,,,Negative,,
1319,1319,"Giá so với trọng lượng tuýt thì khá rẻ lun. Có mùi thơm nhẹ khá thích, dùng xog vẫn còn ẩm mịn ko bị kích ứng",Positive,Positive,,,Positive,
1320,1320,đóng gói chắc chắn shop có tặng thêm mặt nạ nữa giao đúng theo thời gian hẹn,,,Positive,Positive,,Positive
1321,1321,chất lượng tốt giá thành hợp lí không có gì để bàn cãi nha,Positive,,,,Positive,
1322,1322,chai thứ 2 của mình r thấy nhẹ mặt vẫn ẩm mà giá mềm,Positive,,,,Positive,
1323,1323,"Sản phẩm mùi dễ chịu, chất lượng tốt, giá hơi chát nhưng không có hoá chất độc hại ảnh hưởng tới bà bầu thì cũng xứng đáng. Từ giờ chắc bà xã sẽ chuyển qua sử dụng nhãn hiệu này luôn để tốt cho em bé.",Positive,Positive,,,Negative,
1324,1324,đơn hàng quốc tế nhưng ship nhanh đánh giá cao khâu vận chuyển sửa rửa mặt dành cho da dầu phù hợp dùng vào lúc sáng và tối mùi hương dịu nhẹ,Positive,Positive,Positive,,,
1325,1325,"Vỏ thì ố vàng, trày xướt, nhãn mán đầy bụi.  Check xem thì đã hết hạn sử dụng từ 28/06/2019. Rất không hài lòng. mong tiki có biện pháp giải quyết",,,,,,Negative
1326,1326,"Sản phẩm tốt mùi nhẹ, sử dụng da mặt sạch và sáng. Cho 5 sao",Positive,Positive,,,,
1327,1327,Hàng tương đối chuẩn .....,,,,,,Neutral
1328,1328,dung tích lớn hàng chính hãng nên mình yên tâm đóng gói chắc chắn,,,,Positive,,Positive
1329,1329,"đã nhận đc hàng giao hànng nhanh ship thân thiện 
mình lần trc dung loại pháp thấy chữ nó khác 
loại này lại ghi sx ở china nên cứ thấy seo seo í",,,Positive,,,Negative
1330,1330,đóng gói cẩn thận giao hàng nhanh chất lượng thì phải dùng thử mới biết ?,,,Positive,Positive,,
1331,1331,hok có hộp như trong hình như hàng nháy w,,,,,,Negative
1332,1332,"Mình vừa mới mua ngày nay, và mình sd dc 1 lần duy nhất. cần chia lại cho ai có nhu cầu. da mình hình như da khô nên ko phù hợp. rua xong mat rat rít và khô.
cần chia lại 150k. hịc
ai cần để lại sdt mình nt cho.",Negative,,,,,
1333,1333,dịu nhẹ tạo bọt khá ổn mình hi vọng mình sẽ dùng em nó được lâu dài sốp đóng hàng và gửi đi rất nhanh thank you sốp,Positive,,Positive,Positive,,
1334,1334,chai mới đóng gói kỹ cẩn thận chưa xài nên chưa đánh giá được,,,,Positive,,
1335,1335,"Với giá chỉ hơn 100.000₫ mà bạn có được sản phẩm qua mong đợi.
Chất lượng tốt, da mịn màng sau rửa, hạn chế mụn, không làm da quá khô",Positive,,,,Positive,
1336,1336,dùng khá mềm không bị khô gel rửa mặt tạo bọt cho da dầu nhạy cảm,Positive,,,,,
1337,1337,gel lỏng trong suốt không gây khô kích ứng da dùng thoáng và nhẹ mặt tuy nhiên mình không phải người makeup nhiều,Positive,,,,,
1338,1338,"Mình trung thành với sản phẩm này nhiều năm nay, sạch dịu dễ chịu.",Positive,,,,,
1339,1339,dùng quá ok luôn săn sale bộ đôi chưa đến 140k hời thực sự,Positive,,,,Positive,
1340,1340,chất lượng lắm da mình hơi nhạy xíu mà xaid êm ru chăc chăn se mua lại,Positive,,,,,
1341,1341,đóng gói cẩn thận có điều băng keo dính quá làm vỏ chai bị rít nhìn k sạch sẽ,,,,Positive,,
1342,1342,chưa nhận được hàng do hỏng điện thoại . giao lại hàng giúp mình được không ạ,,,,,,Neutral
1343,1343,còn tem nha hsd 2025 lận giao hàng nhanh lẹ xài thử thấy cũng ok để coi lâu dài sao,,,Positive,,,Positive
1344,1344,dùng thích lắm nhaaa anh shipper còn thân thiện nữa mọi ng nên mua,Positive,,Positive,,,
1345,1345,"giao đúng hàng, hiệu quả hay không thì phải đợi thời gian mới biết . Cho 5sao luôn",,,Positive,,,
1346,1346,dùng thích cực thơm mùi dịu nhẹ,Positive,Positive,,,,
1347,1347,có thể là với người đã đi lm thì giá ok đó nhưng tui còn là học sinh nên giá hơi chát xíu thôi thì vì mụt làn da đẹp,,,,,Negative,
1348,1348,"Làm sạch sâu,không gây kích ứng,đã ủng hộ nhiều lần và sẽ ủng hộ tiếp",Positive,,,,,Positive
1349,1349,giao hàng  quá lâu . giao hàng  quá lâu . giao hàng  quá lâu,,,Negative,,,
1350,1350,Tốt giá hợp lý,Positive,,,,Neutral,
1351,1351,đã mua nhiều lần rồi sp xài hợp da shop mall nên an tâm về chất lượng và nguồn gốc săn sale giá hời còn được tặng thêm qtqđ,Positive,,,,Positive,
1352,1352,đã nhận đc hàng giao hàng nhanh đã mua của hasaki nhiều lần nên yên tâm về chất lượng đánh giá 5 sao,,,Positive,,,
1353,1353,"SRM dùng tốt, mùi thơm nhẹ, tác dụng ngăn ngừa mụn thì thấy rõ đấy nhưng se khít lỗ chân lông thì chưa thấy, mình dùng mấy tuýp luôn rồi nhưng vẫn vậy.
Tiki giao hành nhanh và đóng gói cẩn thận",Positive,Positive,Positive,Positive,,
1354,1354,đóng gói kĩ ở ngoài sản phẩm ở ngoài nhìn to hơn còn chất lượng chưa dùng nên chưa biết và giao hàng nhanh,,,Positive,Positive,,
1355,1355,đóng gói chắc chắn đóng hàng đủ mediheal hnhu đang cháy hàng may shop còn ?,,,,Positive,,Positive
1356,1356,đã dùng rất nhiều lần và rất thích sản phẩm tốt da dầu mụn nên mua,Positive,,,,,
1357,1357,đã dùng sữa rửa mặt senka từ lâu và vẫn đang tiếp tục dùng hàng chính hãng sản xuất 05/2022 nhưng date xa nên ko vấn đề 100k/2 tuýp 120g,Positive,,,,,Positive
1358,1358,đã mua đi mua lại rất nhiều lần của shop đóng gói cẩn thận shopee mall nên cũng yên tâm hơn những địa chỉ khác,,,,Positive,,
1359,1359,"SRM có hạt nhưng rất nhỏ,có mùi lạ ko thơm hơi chua nhẹ,ko tạo bọt nhìu nên dùng hơi hao xíu nha,lần sau mình sẽ mua lại nhưng là Srm dòng khác của Simple",Neutral,Negative,,,,
1360,1360,dùng nhiêug lần rồi rất ổn lần đầu mua ở hasaki nên chưa biết,Positive,,,,,
1361,1361,bao bì mới mình dùng sản phẩm này lâu rồi rất ưng í làm sạch da hơi khô 1 tí,Positive,,,,,
1362,1362,Kem rửa mặt xài tốt.,Positive,,,,,
1363,1363,đóng gói hàng khá ổn giao hàng cũng nhanh ạ sản phẩm dùng ổn áp giá sale nên cũng giá ok mn lên mua nha,Neutral,,Positive,Positive,Positive,
1364,1364,"Khá là hài lòng, mong là sau khi sử dụng da sẽ sáng hơn",Positive,,,,,
1365,1365,"chân ái cho những ai da khô như mình 
da mình khô quá mà nổi mụn tùm lum 
từ ngày dùng loại này thấy đỡ hẳn",,,,,,Positive
1366,1366,"Sản phẩm có mùi thơm dịu nhẹ, không quá gắt của Trà tràm. Sản phẩm dùng rất ok!",Positive,Positive,,,,
1367,1367,gel rửa mặt mùi thơm sạch da kh dị ứng rất đáng mua giao hàng nhanh,Positive,Positive,Positive,,,
1368,1368,đã dùng loại này rất nhiều rồi rsm dạng gel không bị khô da không gây mụn làm sạch dịu nhẹ cho da em này 10đ ko có nhưng,Positive,,,,,
1369,1369,đóng gói hàng k cẩn thận để chất lỏng rây ra cả bên ngoài trông bẩn và k an toàn mình phải lau đi rồi chụp mà còn lem nhem thế kia đề nghị shop làm ăn cẩn thận hơn ở khâu đóng gói,,,,Negative,,
1370,1370,centaphil thì dịu nhẹ dùng ok còn xịt tóc mùi hương nhẹ công dụng thì chưa bk ncl ok sẽ quay lại ủng hộ,Positive,Positive,,,,
1371,1371,"chất lượng thì sdung mới biết sp k có j bảo đảm nguyên seal phục vụ 1sao
m ib cho shop rất nhiều lần để hỏi về tình trạng ship hàng cho m nhưng shop k trloi j hết
mùa dịch m thông cảm ship chậm hơn bthuong nhưng ít ra shop nên nhắn nhẹ vs khách 1 câu",,,Negative,,,Negative
1372,1372,đóng gói cẩn thậnchất lượng sản phẩm tốtgiá cả hợp lý date dài,Positive,,,Positive,Positive,Positive
1373,1373,giao hàng nhanh,,,Positive,,,
1374,1374,em này thì khỏi bàn rùi ạ chai to oạchmình thấy em này công dụng ngang với cerave nhưng giá lại rẻ hơn một nửa mng nên mua em này nhaa,Positive,,,,Positive,
1375,1375,sao không thấy ngày sản xuất . hạn sử dụng ghi quá mơ hồ . 3 năm mà không biết năm sản xuất,,,,,,Negative
1376,1376,đóng gói cẩn thận giao hàng nhanh còn về chất lượng của sản phẩm mình chưa dùng nên chưa biết ra sao ?,Neutral,,Positive,Positive,,
1377,1377,đóng gói cẩn thận giao hàng rất nhanh bình thường những shop khác 2 ngày mới tới còn shop này thì 1 ngày đã giao rồi được review về srm này nhiều r nên mua nha còn được tặng khăn nữa…,,,Positive,Positive,,Positive
1378,1378,"sản phẩm dùng tốt, giá cũng ok",Positive,,,,Neutral,
1379,1379,Ưng ý với sp. Chắc do da hỗn hợp nên dùng thường xuyên sẽ thấy hơi khô,Neutral,,,,,
1380,1380,"Chất lượng ổn, giao hàng nhanh, đóng gói cửa thận.",Neutral,,Positive,Positive,,
1381,1381,có thấy dán tem chính hãng có giấy dán phụ đề tiếng việt vỏ chai các thứ nhìn oke chắc là hàng auth,,,,,,Positive
1382,1382,đã nhận được sản phẩm đóng gói sản phẩm rất đẹp và chắc chắn dùng thấy da mặt mềm mại hơn chứ không khô như mấy loại đã dùng trước,Positive,,,Positive,,
1383,1383,đã nhận và đang dung đủ hàng ak nếu ok se quay lain mua nên mua nha mng ơi,,,,,,Positive
1384,1384,Sữa rửa mặt không làm khô da,Positive,,,,,
1385,1385,chất lượng sản phẩm tốt nên mua,Positive,,,,,
1386,1386,đóng gói rất cẩn thận tuýp nhỏ nhưng cầm chắc tay dùng ổn sẽ mua thêm size lớn,Neutral,,,Positive,,
1387,1387,dùng nửa chai thấy thích qá gthieu cho bạn luôn dùng thấy sạch da đỡ mụn hẳn có sáng da chút nhee,Positive,,,,,
1388,1388,"Mình đã xài tuýt thứ 3, sạch sâu, không làm căng da sau khi sử dụng, hết mụn",Positive,,,,,
1389,1389,dùng siêu thích cực ổn cho da mụn da nhạy cảm blabla t đã dùng đến chai t5 rồi trên hình là dino seventeen nhé nhảy siêu đỉnh hát siêu hay và rạp khá tốt mọi người ủng hộ nha,Positive,,,,,
1390,1390,đóng gói cẩn thận giao hàng nhanh sản phẩm chất lượng,Positive,,Positive,Positive,,
1391,1391,cảm gíac dùng sản phẩm này cũng ổn áp tạo bọt nhẹ dịu sữa rửa mặt cerave,Positive,,,,,
1392,1392,"Mình mua đợt khuyến mãi giá rẻ so với các shop bên ngoài bán. Sản phẩm đảm bảo chất lượng và HSD. Mình dùng 1 tuần khoảng 3 - 5 lần song song với sữa rửa mặt khác, da mặt cảm giác sạch và bớt mụn đầu đen hơn nhiều. Rất thích nhãn hiệu ST.IVES",Positive,,,,Positive,
1393,1393,dòng này mình sd nhiều rồi nên giờ mua cho mẹ dùng srm làm sạch dịu nhẹ dung tích lớn dùng được lâu,Positive,,,,,Positive
